(32, 14, 159984)
(32, 14, 161927)
(32, 14, 166350)
(32, 14, 193963)
(32, 14, 194401)
(32, 14, 195169)
(32, 14, 196519)
(32, 14, 199807)
(32, 14, 203825)
(32, 14, 207669)
(32, 14, 212947)
(32, 14, 217288)
(32, 14, 221341)
(32, 14, 225947)
(32, 14, 230745)
(32, 14, 235052)
(32, 14, 239077)
(32, 14, 243835)
(32, 14, 248178)
(32, 14, 269018)
(32, 14, 269551)
(32, 14, 270225)
(32, 14, 271030)
(32, 14, 271574)
(32, 14, 272559)
(32, 14, 273157)
(32, 14, 273710)
(32, 14, 274410)
(32, 14, 275227)
(32, 14, 275996)
(32, 14, 276649)
(32, 14, 277397)
(32, 14, 278111)
(32, 14, 278887)
(32, 14, 279648)
(32, 14, 280397)
(32, 14, 281397)
(32, 14, 304528)
(32, 14, 305178)
(32, 14, 305910)
(32, 14, 307121)
(32, 14, 307922)
(32, 14, 309144)
(32, 14, 310202)
(32, 14, 317661)
(32, 14, 318291)
(32, 14, 319069)
(32, 14, 319902)
(32, 14, 326046)
(32, 14, 330446)
(32, 14, 334757)
(32, 14, 339340)
(32, 14, 344102)
(32, 14, 348170)
(32, 14, 352677)
(32, 14, 356979)
(32, 14, 361469)
(32, 14, 365700)
(32, 14, 369866)
(32, 14, 374247)
(32, 14, 378490)
(32, 14, 382692)
(32, 14, 386459)
(32, 14, 390467)
(32, 14, 394231)
(32, 14, 398117)
(32, 14, 402461)
(32, 14, 406526)
(32, 14, 410440)
(32, 14, 414642)
(32, 14, 418786)
(32, 14, 422841)
(32, 14, 447731)
(32, 14, 448330)
(32, 14, 449721)
(32, 14, 450173)
(32, 14, 451027)
(32, 14, 451661)
(32, 14, 452356)
(32, 14, 453184)
(32, 14, 453879)
(32, 14, 454684)
(32, 14, 455558)
(32, 14, 456210)
(32, 14, 456787)
(32, 14, 457383)
(32, 14, 457916)
(32, 14, 458641)
(32, 14, 459511)
(32, 14, 460320)
(32, 14, 461078)
(32, 14, 461858)
(32, 14, 462534)
(32, 14, 463249)
(32, 14, 464175)
(32, 14, 465064)
(32, 14, 465870)
(32, 14, 466557)
(32, 14, 467193)
(32, 14, 468173)
(32, 14, 468847)
(32, 14, 469563)
(32, 14, 470343)
(32, 14, 471329)
(32, 14, 471943)
(32, 14, 472925)
(32, 14, 473699)
(32, 14, 474345)
(32, 14, 475135)
(32, 14, 475933)
(32, 14, 476696)
(32, 14, 477603)
(32, 14, 478876)
(32, 14, 480024)
(32, 14, 480656)
(32, 14, 481431)
(32, 14, 482314)
(32, 14, 483152)
(32, 14, 484084)
(32, 14, 484806)
(32, 14, 485396)
(32, 14, 486113)
(32, 14, 486703)
(32, 14, 487162)
(32, 14, 504086)
(32, 14, 504716)
(32, 14, 505450)
(32, 14, 506214)
(32, 14, 506765)
(32, 14, 507314)
(32, 14, 508088)
(32, 14, 508692)
(32, 14, 509304)
(32, 14, 509936)
(32, 14, 510910)
(32, 14, 511783)
(32, 14, 512669)
(32, 14, 513576)
(32, 14, 514320)
(32, 14, 515039)
(32, 14, 515672)
(32, 14, 516312)
(32, 14, 517049)
(32, 14, 517806)
(32, 14, 518441)
(32, 14, 519052)
(32, 14, 519664)
(32, 14, 520300)
(32, 14, 520904)
(32, 14, 521544)
(32, 14, 522246)
(32, 14, 522956)
(32, 14, 524118)
(32, 14, 524802)
(32, 14, 525594)
(32, 14, 526523)
(32, 14, 527275)
(32, 14, 527999)
(32, 14, 528962)
(32, 14, 529786)
(32, 14, 530598)
(32, 14, 531265)
(32, 14, 531943)
(32, 14, 532748)
(32, 14, 533601)
(32, 14, 534381)
(32, 14, 534911)
(32, 14, 535519)
(32, 14, 536007)
(32, 14, 536916)
(32, 14, 537555)
(32, 14, 538016)
(32, 14, 538501)
(32, 14, 539141)
(32, 14, 539814)
(32, 14, 540312)
(32, 14, 540820)
(32, 14, 541325)
(32, 14, 541923)
(32, 14, 562927)
(32, 14, 563227)
(32, 14, 563656)
(32, 14, 565797)
(32, 14, 566377)
(32, 14, 566919)
(32, 14, 567435)
(32, 14, 567898)
(32, 14, 568557)
(32, 14, 569041)
(32, 14, 569532)
(32, 14, 569984)
(32, 14, 570495)
(32, 14, 571155)
(32, 14, 571727)
(32, 14, 572398)
(32, 14, 573066)
(32, 14, 573555)
(32, 14, 574074)
(32, 14, 574590)
(32, 14, 575159)
(32, 14, 575676)
(32, 14, 576215)
(32, 14, 576784)
(32, 14, 577258)
(32, 14, 577782)
(32, 14, 578726)
(32, 14, 579535)
(32, 14, 580032)
(32, 14, 590668)
(32, 14, 591663)
(32, 14, 592710)
(32, 14, 593484)
(32, 14, 594187)
(32, 14, 595043)
(32, 14, 595722)
(32, 14, 596295)
(32, 14, 596871)
(32, 14, 597500)
(32, 14, 598210)
(32, 14, 598854)
(32, 14, 599489)
(32, 14, 600082)
(32, 14, 600708)
(32, 14, 601346)
(32, 14, 601857)
(32, 14, 602555)
(32, 14, 603120)
(32, 14, 603698)
(32, 14, 604241)
(32, 14, 604808)
(32, 14, 605374)
(32, 14, 605854)
(32, 14, 606374)
(32, 14, 606686)
(32, 14, 621380)
(32, 14, 621645)
(32, 14, 621952)
(32, 14, 624524)
(32, 14, 625416)
(32, 14, 626370)
(32, 14, 627126)
(32, 14, 627848)
(32, 14, 628453)
(32, 14, 629090)
(32, 14, 629833)
(32, 14, 630478)
(32, 14, 631014)
(32, 14, 631586)
(32, 14, 632074)
(32, 14, 632972)
